InitialBasket	SecondBasket	TotalFrequency	Support	Confidence	Lift
Saudade Dos Aviões Da Panair (Conversando No Bar)	Intro	1	0.05	100	9.92
Saudade Dos Aviões Da Panair (Conversando No Bar)	Mundaréu	1	0.05	100	19.84
Saudade Dos Aviões Da Panair (Conversando No Bar)	Nossa Gente (Avisa Là)	1	0.05	100	19.84
Saudade Dos Aviões Da Panair (Conversando No Bar)	On A Plain	1	0.05	100	19.84
Saudade Dos Aviões Da Panair (Conversando No Bar)	Revolta Olodum	1	0.05	100	19.84
Saudosa Maloca	Me Deixas Louca	1	0.05	100	19.84
Saudosismo	Bem Devagar	1	0.05	100	19.84
Save Me	Fat Bottomed Girls	1	0.05	100	19.84
Save The Children	2 X 4	1	0.05	100	19.84
Save The Children	Aquilo	1	0.05	100	19.84
Save The Children	Assaltaram A Gramática	1	0.05	100	19.84
Save The Children	Condição	1	0.05	100	19.84
Save The Children	Dança Da Solidão	1	0.05	100	19.84
Save The Children	Down by the Sea	1	0.05	100	19.84
Save The Children	Helpless	1	0.05	100	9.92
Save The Children	Motorbreath	1	0.05	100	19.84
Say Hello 2 Heaven	All Night Thing	1	0.05	100	19.84
Say Hello 2 Heaven	Branch Closing	1	0.05	100	9.92
Say Hello 2 Heaven	He Can Only Hold Her	1	0.05	100	19.84
Say Hello 2 Heaven	Meet Kevin Johnson	1	0.05	100	19.84
Say Hello 2 Heaven	Muita Bobeira	1	0.05	100	19.84
Say Hello 2 Heaven	"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"	1	0.05	100	19.84
Say Hello 2 Heaven	Rehab	1	0.05	100	19.84
Say Hello 2 Heaven	Requiem, Op.48: 4. Pie Jesu	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	Are You Gonna Be My Girl	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	As Dores do Mundo	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	Destitute Illusions	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	Equinocio	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	I'm Real	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	Lords of Karma	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	May This Be Love	1	0.05	100	19.84
Say It Loud, I'm Black And I'm Proud Pt.1	Os Alquimistas Estão Chegando	1	0.05	100	19.84
Scar On the Sky	All Night Thing	1	0.05	100	19.84
Scar On the Sky	Branch Closing	1	0.05	100	9.92
Scar On the Sky	He Can Only Hold Her	1	0.05	100	19.84
Scar On the Sky	Meet Kevin Johnson	1	0.05	100	19.84
Scar On the Sky	Muita Bobeira	1	0.05	100	19.84
Scar On the Sky	"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"	1	0.05	100	19.84
Scar On the Sky	Rehab	1	0.05	100	19.84
Scar On the Sky	Requiem, Op.48: 4. Pie Jesu	1	0.05	100	19.84
Scar On the Sky	Say Hello 2 Heaven	1	0.05	100	19.84
Scentless Apprentice	Aos Leões	1	0.05	100	19.84
Scentless Apprentice	Caso Você Queira Saber	1	0.05	100	19.84
Scentless Apprentice	Dance	1	0.05	100	19.84
Scentless Apprentice	Demorou!	1	0.05	100	19.84
Scentless Apprentice	Home Sweet Home	1	0.05	100	19.84
Scentless Apprentice	In Bloom	1	0.05	100	19.84
Scentless Apprentice	Intro	1	0.05	100	9.92
Scentless Apprentice	Mundaréu	1	0.05	100	19.84
Scentless Apprentice	Nossa Gente (Avisa Là)	1	0.05	100	19.84
Scentless Apprentice	On A Plain	1	0.05	100	19.84
Scentless Apprentice	Revolta Olodum	1	0.05	100	19.84
Scentless Apprentice	Saudade Dos Aviões Da Panair (Conversando No Bar)	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Call Me a Dog	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Canon and Gigue in D Major: I. Canon	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Chega no Suingue	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Din Din Wo (Little Child)	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Disappearing Act	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Jupiter, the Bringer of Jollity	1	0.05	100	19.84
Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	Safe and Sound	1	0.05	100	19.84
Scratch-N-Sniff	Let Me Love You Baby	1	0.05	100	9.92
Scratch-N-Sniff	Riviera Paradise	1	0.05	100	19.84
Se Liga	Another One Bites The Dust	1	0.05	100	19.84
Sea Of Sorrow	A Statistic	1	0.05	100	19.84
Sea Of Sorrow	All For You	1	0.05	100	19.84
Sea Of Sorrow	C'Mon Everybody	1	0.05	100	19.84
Sea Of Sorrow	Falando De Amor	1	0.05	100	19.84
Sea Of Sorrow	Like a Stone	1	0.05	100	19.84
Sea Of Sorrow	N.I.B.	1	0.05	100	19.84
Sea Of Sorrow	Real Thing	1	0.05	100	19.84
Sea of Madness	Caught Somewhere in Time	1	0.05	100	19.84
Seconds	Desire	1	0.05	100	9.92
Seconds	I Still Haven't Found What I'm Looking For	1	0.05	100	19.84
Seconds	Lemon	1	0.05	100	19.84
Secrets	A Bencao E Outros	1	0.05	100	19.84
Secrets	Dreams	1	0.05	100	19.84
Secrets	Fall To Pieces	1	0.05	100	19.84
Secrets	Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja	1	0.05	100	19.84
Secrets	Higher Ground	1	0.05	100	19.84
Secrets	Looking For Love	1	0.05	100	19.84
Secrets	On Fire	1	0.05	100	19.84
Secrets	Samba pras moças	1	0.05	100	19.84
See You	A Novidade (Live)	1	0.05	100	19.84
See You	Aquele Abraço	1	0.05	100	19.84
See You	Fly Me To The Moon	1	0.05	100	19.84
See You	Forty Days Instrumental	1	0.05	100	19.84
See You	Funk Hum	1	0.05	100	19.84
See You	Holiday	1	0.05	100	19.84
See You	Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again	1	0.05	100	19.84
See You	I Get A Kick Out Of You	1	0.05	100	19.84
See You	Mack The Knife	1	0.05	100	19.84
See You	Pau-De-Arara	1	0.05	100	19.84
See You	Re-Align	1	0.05	100	19.84
See You	Realce	1	0.05	100	19.84
Seek & Destroy	Phantom Lord	1	0.05	100	19.84
Seek And You Shall Find	American Woman	1	0.05	100	19.84
Seek And You Shall Find	Brumário	1	0.05	100	19.84
Seek And You Shall Find	De Noite Na Cama	1	0.05	100	19.84
Seek And You Shall Find	Dezesseis	1	0.05	100	9.92
Seek And You Shall Find	Heavy Love Affair	1	0.05	100	19.84
Seek And You Shall Find	Honolulu	1	0.05	100	19.84
Seek And You Shall Find	Last Caress/Green Hell	1	0.05	100	19.84
Seek And You Shall Find	Nothing Else Matters	1	0.05	100	19.84
Seek And You Shall Find	O Xote Das Meninas	1	0.05	100	19.84
Seek And You Shall Find	Pseudo Silk Kimono	1	0.05	100	19.84
Segue O Seco	Assim Caminha A Humanidade	1	0.05	100	19.84
Segue O Seco	Celebration Day	1	0.05	100	9.92
Segue O Seco	Childhoods End?	1	0.05	100	19.84
Segue O Seco	Giz	1	0.05	100	19.84
Segue O Seco	Leila	1	0.05	100	19.84
Segue O Seco	O Último Romântico (Ao Vivo)	1	0.05	100	19.84
Segue O Seco	Panis Et Circenses	1	0.05	100	19.84
Segue O Seco	Ro-Que-Se-Da-Ne	1	0.05	100	19.84
Segue O Seco	Satisfação	1	0.05	100	19.84
Seis Da Tarde	As Rosas Não Falam (Beth Carvalho)	1	0.05	100	19.84
Seis Da Tarde	Como É Duro Trabalhar	1	0.05	100	19.84
Seis Da Tarde	Compulsion	1	0.05	100	19.84
Seis Da Tarde	Drum Boogie	1	0.05	100	19.84
Seis Da Tarde	Green River	1	0.05	100	19.84
Seis Da Tarde	Jean Pierre (Live)	1	0.05	100	19.84
Seis Da Tarde	Lemon Drop	1	0.05	100	19.84
Seis Da Tarde	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)	1	0.05	100	19.84
Seis Da Tarde	Primavera	1	0.05	100	9.92
Seis Da Tarde	Put Your Lights On	1	0.05	100	19.84
Selvagem	Bark at the Moon	1	0.05	50	9.92
Selvagem	Been A Son	1	0.05	50	9.92
Selvagem	Believer	1	0.05	50	9.92
Selvagem	Breed	1	0.05	50	9.92
Selvagem	Denúncia	1	0.05	50	9.92
Selvagem	Folhas Secas	1	0.05	50	9.92
Selvagem	Já Foi	1	0.05	50	4.96
Selvagem	Lanterna Dos Afogados	1	0.05	50	9.92
Selvagem	Luis Inacio (300 Picaretas)	1	0.05	50	9.92
Selvagem	Mama, I'm Coming Home	1	0.05	50	9.92
Selvagem	Menino De Rua	1	0.05	50	9.92
Selvagem	Meu Erro	1	0.05	50	9.92
Selvagem	Nebulosa Do Amor	1	0.05	50	9.92
Selvagem	O Trem Da Juventude	1	0.05	50	9.92
Selvagem	Please Don't Touch	1	0.05	50	9.92
Selvagem	Primal Scream	1	0.05	50	9.92
Sem Essa de Malandro Agulha	A Benihana Christmas, Pts. 1 & 2	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Diversity Day	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Faixa Amarela	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Gay Witch Hunt	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Halloween	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Headspace	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Neworld	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Now You're Gone	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Primary	1	0.05	100	19.84
Sem Essa de Malandro Agulha	Samba Do Jato	1	0.05	100	19.84
Sem Sentido	Are You Gonna Be My Girl	1	0.05	100	19.84
Sem Sentido	As Dores do Mundo	1	0.05	100	19.84
Sem Sentido	Destitute Illusions	1	0.05	100	19.84
Sem Sentido	Equinocio	1	0.05	100	19.84
Sem Sentido	I'm Real	1	0.05	100	19.84
Sem Sentido	Lords of Karma	1	0.05	100	19.84
Sem Sentido	May This Be Love	1	0.05	100	19.84
Sem Sentido	Os Alquimistas Estão Chegando	1	0.05	100	19.84
Sem Sentido	Say It Loud, I'm Black And I'm Proud Pt.1	1	0.05	100	19.84
Sereia	A Cura	1	0.05	100	19.84
Sereia	A Menina Dança	1	0.05	100	19.84
Sereia	Abraham, Martin And John	1	0.05	100	19.84
Sereia	Aloha	1	0.05	100	19.84
Sereia	Casa	1	0.05	100	19.84
Sereia	Cérebro Eletrônico	1	0.05	100	19.84
Sereia	Everything I Need	1	0.05	100	19.84
Sereia	Heart Of Lothian: Wide Boy / Curtain Call	1	0.05	100	19.84
Sereia	I Belong To You	1	0.05	100	19.84
Sereia	Pais E Filhos	1	0.05	100	19.84
Sereia	Rock And Roll Is Dead	1	0.05	100	19.84
Será	A Cura	1	0.05	100	19.84
Será	A Menina Dança	1	0.05	100	19.84
Será	Abraham, Martin And John	1	0.05	100	19.84
Será	Aloha	1	0.05	100	19.84
Será	Casa	1	0.05	100	19.84
Será	Cérebro Eletrônico	1	0.05	100	19.84
Será	Everything I Need	1	0.05	100	19.84
Será	Heart Of Lothian: Wide Boy / Curtain Call	1	0.05	100	19.84
Será	I Belong To You	1	0.05	100	19.84
Será	Pais E Filhos	1	0.05	100	19.84
Será	Rock And Roll Is Dead	1	0.05	100	19.84
Será	Sereia	1	0.05	100	19.84
Será Que Vai Chover?	Cinema Mudo	1	0.05	100	19.84
Será Que Vai Chover?	Flying High Again	1	0.05	100	9.92
Será Que Vai Chover?	Paranoid	1	0.05	100	19.84
Set It Off	Angela	1	0.05	100	19.84
Set It Off	Bleed The Freak	1	0.05	100	19.84
Set It Off	Confusion	1	0.05	100	19.84
Set It Off	Master Of Puppets	1	0.05	100	9.92
Set It Off	Not The Doctor	1	0.05	100	19.84
Set It Off	Por Causa De Você	1	0.05	100	19.84
Set It Off	Right Through You	1	0.05	100	19.84
Seu Balancê	Christmas Party	1	0.05	100	19.84
Seu Balancê	Dirty Little Thing	1	0.05	100	19.84
Seu Balancê	Diwali	1	0.05	100	19.84
Seu Balancê	Here I Go Again	1	0.05	100	19.84
Seu Balancê	How to Stop an Exploding Man	1	0.05	100	19.84
Seu Balancê	Michael's Birthday	1	0.05	100	19.84
Seu Balancê	Phyllis's Wedding	1	0.05	100	19.84
Seu Balancê	Sapopemba e Maxambomba	1	0.05	100	19.84
Seven Minutes to Midnight	"""?"""	1	0.05	100	19.84
Seven Minutes to Midnight	Acrobat	1	0.05	100	19.84
Seven Minutes to Midnight	Catch-22	1	0.05	100	19.84
Seven Minutes to Midnight	Company Man	1	0.05	100	19.84
Seven Minutes to Midnight	Crossroads, Pt. 1	1	0.05	100	19.84
Seven Minutes to Midnight	Dancing Barefoot	1	0.05	100	19.84
Seven Minutes to Midnight	Enter 77	1	0.05	100	19.84
Seven Minutes to Midnight	Even Better Than The Real Thing	1	0.05	100	19.84
Seven Minutes to Midnight	Exposé	1	0.05	100	19.84
Seven Minutes to Midnight	House of the Rising Sun	1	0.05	100	19.84
Seven Minutes to Midnight	Lost Survival Guide	1	0.05	100	19.84
Seven Minutes to Midnight	Orientation	1	0.05	100	19.84
Seven Minutes to Midnight	Peace On Earth	1	0.05	100	19.84
Seven Seas Of Rhye	Animal	1	0.05	100	9.92
Seven Seas Of Rhye	Be Mine	1	0.05	100	19.84
Seven Seas Of Rhye	Bossa	1	0.05	100	19.84
Seven Seas Of Rhye	Get Down, Make Love	1	0.05	100	19.84
Seven Seas Of Rhye	Get Up	1	0.05	100	19.84
Seven Seas Of Rhye	Green Disease	1	0.05	100	19.84
Seven Seas Of Rhye	Leash	1	0.05	100	19.84
Seven Seas Of Rhye	Nega Do Cabelo Duro	1	0.05	100	19.84
Seventh Son of a Seventh Son	Caught Somewhere in Time	1	0.05	100	19.84
Seventh Son of a Seventh Son	Sea of Madness	1	0.05	100	19.84
Severed Hand	Alive	1	0.05	100	19.84
Severed Hand	Bicycle Race	1	0.05	100	19.84
Severed Hand	Bush Doctor	1	0.05	100	19.84
Severed Hand	Elderly Woman Behind The Counter In A Small Town	1	0.05	100	19.84
Severed Hand	Get Right	1	0.05	100	19.84
Severed Hand	Given To Fly	1	0.05	100	19.84
Severed Hand	Go	1	0.05	100	19.84
Severed Hand	Hip Hop Rio	1	0.05	100	19.84
Severed Hand	Inside Job	1	0.05	100	19.84
Severed Hand	Off He Goes	1	0.05	100	19.84
Severed Hand	Prowler	1	0.05	100	9.92
Severed Hand	Rappers Reais	1	0.05	100	19.84
Sex Type Thing	B.Y.O.B.	1	0.05	100	19.84
Sex Type Thing	Duende	1	0.05	100	19.84
Sex Type Thing	Rasul	1	0.05	100	19.84
Shakes and Ladders	American Woman	1	0.05	100	19.84
Shakes and Ladders	Brumário	1	0.05	100	19.84
Shakes and Ladders	De Noite Na Cama	1	0.05	100	19.84
Shakes and Ladders	Dezesseis	1	0.05	100	9.92
Shakes and Ladders	Heavy Love Affair	1	0.05	100	19.84
Shakes and Ladders	Honolulu	1	0.05	100	19.84
Shakes and Ladders	Last Caress/Green Hell	1	0.05	100	19.84
Shakes and Ladders	Nothing Else Matters	1	0.05	100	19.84
Shakes and Ladders	O Xote Das Meninas	1	0.05	100	19.84
Shakes and Ladders	Pseudo Silk Kimono	1	0.05	100	19.84
Shakes and Ladders	Seek And You Shall Find	1	0.05	100	19.84
Shape of Things to Come	Call Me a Dog	1	0.05	100	19.84
Shape of Things to Come	Canon and Gigue in D Major: I. Canon	1	0.05	100	19.84
Shape of Things to Come	Chega no Suingue	1	0.05	100	19.84
Shape of Things to Come	Din Din Wo (Little Child)	1	0.05	100	19.84
Shape of Things to Come	Disappearing Act	1	0.05	100	19.84
Shape of Things to Come	Jupiter, the Bringer of Jollity	1	0.05	100	19.84
Shape of Things to Come	Safe and Sound	1	0.05	100	19.84
Shape of Things to Come	Scheherazade, Op. 35: I. The Sea and Sindbad's Ship	1	0.05	100	19.84
She	Basket Case	1	0.05	50	9.92
She	Geek Stink Breath	1	0.05	50	9.92
She	Longview	1	0.05	50	9.92
She Loves Me Not	Paths Of Glory	1	0.05	100	19.84
She Wears Black	04 - Running Free	1	0.05	100	19.84
She Wears Black	2 Minutes To Midnight	1	0.05	100	6.61
She Wears Black	Another Life	1	0.05	100	19.84
She Wears Black	Face In The Sand	1	0.05	100	19.84
She Wears Black	Magnetic Ocean	1	0.05	100	19.84
She Wears Black	Run To The Hills	1	0.05	100	9.92
Sheer Heart Attack	All Dead, All Dead	1	0.05	100	19.84
Shining In The Light	Corduroy	1	0.05	100	19.84
Shining In The Light	Heart In Your Hand	1	0.05	100	19.84
Shining In The Light	Iron Man	1	0.05	100	19.84
Shining In The Light	MFC	1	0.05	100	19.84
Shining In The Light	Miss Sarajevo	1	0.05	100	19.84
Shiny Happy People	It's Late	1	0.05	100	19.84
Shiny Happy People	Radio Song	1	0.05	100	9.92
Shock Me	She	1	0.05	100	9.92
Shoot Me Again	All Within My Hands	1	0.05	100	19.84
Shoot Me Again	Attitude	1	0.05	100	19.84
Shoot Me Again	Creeping Death	1	0.05	100	19.84
Shoot Me Again	For Whom The Bell Tolls	1	0.05	100	19.84
Shotgun Blues	2 Minutes To Midnight	1	0.05	100	6.61
Shotgun Blues	Brighter Than a Thousand Suns	1	0.05	100	19.84
Shotgun Blues	Deep Waters	1	0.05	100	19.84
Shotgun Blues	Lord of Light	1	0.05	100	19.84
Shout At The Devil	A Moça e a Chuva	1	0.05	100	19.84
Shout At The Devil	Beijo Partido	1	0.05	100	19.84
Shout At The Devil	Blues For Pablo (Alternate Take)	1	0.05	100	19.84
Shout At The Devil	Eye Of The Beholder	1	0.05	100	19.84
Shout At The Devil	Invisible Kid	1	0.05	100	19.84
Shout At The Devil	Jailbait	1	0.05	100	19.84
Shout At The Devil	O Que Vai Em Meu Coração	1	0.05	100	19.84
Shout At The Devil	Same Ol' Situation	1	0.05	100	19.84
Shout It Out Loud	Calling Dr. Love	1	0.05	100	19.84
Shout It Out Loud	Cold Gin	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	All Night Thing	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Branch Closing	1	0.05	100	9.92
Show Me How to Live (Live at the Quart Festival)	He Can Only Hold Her	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Meet Kevin Johnson	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Muita Bobeira	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	"Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, ""Moonlight"": I. Adagio sostenuto"	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Rehab	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Requiem, Op.48: 4. Pie Jesu	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Say Hello 2 Heaven	1	0.05	100	19.84
Show Me How to Live (Live at the Quart Festival)	Scar On the Sky	1	0.05	100	19.84
Showcase	As Rosas Não Falam (Beth Carvalho)	1	0.05	100	19.84
Showcase	Como É Duro Trabalhar	1	0.05	100	19.84
Showcase	Compulsion	1	0.05	100	19.84
Showcase	Drum Boogie	1	0.05	100	19.84
Showcase	Green River	1	0.05	100	19.84
Showcase	Jean Pierre (Live)	1	0.05	100	19.84
Showcase	Lemon Drop	1	0.05	100	19.84
Showcase	Pela Luz dos Olhos Teus (Miúcha e Tom Jobim)	1	0.05	100	19.84
Showcase	Primavera	1	0.05	100	9.92
Showcase	Put Your Lights On	1	0.05	100	19.84
Showcase	Seis Da Tarde	1	0.05	100	19.84
Sick Again	Assim Caminha A Humanidade	1	0.05	100	19.84
Sick Again	Celebration Day	1	0.05	100	9.92
Sick Again	Childhoods End?	1	0.05	100	19.84
Sick Again	Giz	1	0.05	100	19.84
Sick Again	Leila	1	0.05	100	19.84
Sick Again	O Último Romântico (Ao Vivo)	1	0.05	100	19.84
Sick Again	Panis Et Circenses	1	0.05	100	19.84
Sick Again	Ro-Que-Se-Da-Ne	1	0.05	100	19.84
Sick Again	Satisfação	1	0.05	100	19.84
Sick Again	Segue O Seco	1	0.05	100	19.84
Sign Of The Cross	Brave New World	1	0.05	50	9.92
Sign Of The Cross	Como Estais Amigos	1	0.05	50	9.92
Sign Of The Cross	Fear Of The Dark	1	0.05	50	4.96
Sign Of The Cross	Flash of The Blade	1	0.05	50	9.92
Sign Of The Cross	Rime of the Ancient Mariner	1	0.05	50	9.92
Signe	Promises	1	0.05	100	19.84
Silver And Gold	Bullet The Blue Sky	1	0.05	100	19.84
Silver And Gold	Hawkmoon 269	1	0.05	100	19.84
Since I've Been Loving You	Four Sticks	1	0.05	50	9.92
Since I've Been Loving You	Going To California	1	0.05	50	9.92
Since I've Been Loving You	Hats Off To (Roy) Harper	1	0.05	50	9.92
Since I've Been Loving You	I Still Love You	1	0.05	50	9.92
Since I've Been Loving You	Nothin' To Lose	1	0.05	50	9.92
Since I've Been Loving You	Over The Hills And Far Away	1	0.05	50	9.92
Since I've Been Loving You	Ozone Baby	1	0.05	50	9.92
Sincero Breu	Bora-Bora	1	0.05	100	19.84
Sincero Breu	I Feel Good (I Got You) - Sossego	1	0.05	100	19.84
Sing Joyfully	Act IV, Symphony	1	0.05	100	19.84
Sing Joyfully	"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts"""	1	0.05	100	19.84
Sing Joyfully	Partita in E Major, BWV 1006A: I. Prelude	1	0.05	100	19.84
Sir Psycho Sexy	Around The World	1	0.05	100	19.84
Sir Psycho Sexy	Drown	1	0.05	100	19.84
Sir Psycho Sexy	Fly By Night	1	0.05	100	19.84
Sir Psycho Sexy	For Your Babies	1	0.05	100	19.84
Sir Psycho Sexy	Freewill	1	0.05	100	19.84
Sir Psycho Sexy	I Could Die For You	1	0.05	100	19.84
Sir Psycho Sexy	I Like Dirt	1	0.05	100	19.84
Sir Psycho Sexy	Lucky 13	1	0.05	100	19.84
Sir Psycho Sexy	Muçulmano	1	0.05	100	19.84
Sir Psycho Sexy	Santana Jam	1	0.05	100	19.84
Sister Awake	Babylon	1	0.05	100	19.84
Sister Awake	Boris The Spider	1	0.05	100	19.84
Sister Awake	De Do Do Do, De Da Da Da	1	0.05	100	19.84
Sister Awake	I Looked At You	1	0.05	100	19.84
Sister Awake	Let's See Action	1	0.05	100	19.84
Sister Awake	Life Line	1	0.05	100	19.84
Sister Awake	Love Removal Machine	1	0.05	100	19.84
Sister Awake	Saint Of Me	1	0.05	100	19.84
Slave	'Round Midnight	1	0.05	100	19.84
Slave	Beija-Flor	1	0.05	100	19.84
Slave	Caprichosos	1	0.05	100	19.84
Slave	Começaria Tudo Outra Vez	1	0.05	100	19.84
Slave	Do You Have Other Loves?	1	0.05	100	19.84
Slave	Do You Like The Way	1	0.05	100	19.84
Slave	E.S.P.	1	0.05	100	19.84
Slave	Manuel	1	0.05	100	19.84
Slave	Menino Do Rio	1	0.05	100	19.84
Slave	Rita Lee	1	0.05	100	19.84
Sleep On The Sidewalk	Fight From The Inside	1	0.05	100	19.84
Slither	Atomic Punk	1	0.05	50	9.92
Slither	Bad Seed	1	0.05	50	9.92
Slither	Camarão que Dorme e Onda Leva	1	0.05	50	9.92
Slither	Coração Em Desalinho	1	0.05	50	9.92
Slither	Dirty Water Dog	1	0.05	50	9.92
Slither	Do It For The Kids	1	0.05	50	9.92
Slither	Email Surveillance	1	0.05	50	9.92
Slither	Hot Girl	1	0.05	50	9.92
Slither	Humans Being	1	0.05	50	9.92
Slither	Samba Pra Endrigo	1	0.05	50	9.92
Slug	Ito Okashi	1	0.05	100	19.84
Slug	Mr. Crowley	1	0.05	100	19.84
Slug	O Beco	1	0.05	100	19.84
Smells Like Teen Spirit	A Moça e a Chuva	1	0.05	50	9.92
Smells Like Teen Spirit	Beijo Partido	1	0.05	50	9.92
Smells Like Teen Spirit	Blues For Pablo (Alternate Take)	1	0.05	50	9.92
Smells Like Teen Spirit	Dirty Love	1	0.05	50	9.92
Smells Like Teen Spirit	Eye Of The Beholder	1	0.05	50	9.92
Smells Like Teen Spirit	Idolatrada	1	0.05	50	9.92
Smells Like Teen Spirit	Invisible Kid	1	0.05	50	9.92
Smells Like Teen Spirit	Jailbait	1	0.05	50	9.92
Smells Like Teen Spirit	Kickstart My Heart	1	0.05	50	9.92
Smells Like Teen Spirit	Live To Win	1	0.05	50	9.92
Smells Like Teen Spirit	O Que Vai Em Meu Coração	1	0.05	50	9.92
Smells Like Teen Spirit	Paisagem Na Janela	1	0.05	50	9.92
Smells Like Teen Spirit	Para Lennon E McCartney	1	0.05	50	9.92
Smells Like Teen Spirit	Polly	2	0.1	100	9.92
Smells Like Teen Spirit	Same Ol' Situation	1	0.05	50	9.92
Smells Like Teen Spirit	Sangue Latino	1	0.05	50	9.92
Smells Like Teen Spirit	Shout At The Devil	1	0.05	50	9.92
Smells Like Teen Spirit (Ao Vivo)	Born To Move	1	0.05	100	19.84
Smells Like Teen Spirit (Ao Vivo)	Brasil	1	0.05	100	9.92
Smells Like Teen Spirit (Ao Vivo)	Coroné Antonio Bento	1	0.05	100	19.84
Smells Like Teen Spirit (Ao Vivo)	Música Urbana 2	1	0.05	100	19.84
Smoke On The Water	Ando Meio Desligado	1	0.05	100	19.84
Smoke On The Water	Comportamento Geral	1	0.05	100	19.84
Smoke On The Water	Diga Lá, Coração	1	0.05	100	19.84
Smoke On The Water	Meu Refrigerador Não Funciona	1	0.05	100	19.84
Smoke On The Water	Podres Poderes	1	0.05	100	19.84
Smoke On The Water	Queixa	1	0.05	100	19.84
Smoked Pork	A.N.D.R.O.T.A.Z.	1	0.05	100	19.84
Smoked Pork	Canta, Canta Mais	1	0.05	100	19.84
Smoked Pork	Chemical Wedding	1	0.05	100	19.84
